timestamp,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_office_Sammie,Robin_office_Gayle,Robin_lodging_Phillip,Robin_lodging_Elmer
2016-08-13 10:00:00,28.1,152.25,28.0,598.5,0.7492,46.75,44.5,30.9,72.9
2016-08-13 11:00:00,34.1,153.0,27.5,632.0,0.7492,55.25,47.75,30.7,71.2
2016-08-13 12:00:00,31.0,157.25,28.0,634.5,0.7492,52.25,47.75,30.9,75.3
2016-08-13 13:00:00,33.9,161.5,28.5,647.0,0.7492,56.75,47.5,31.0,68.0
2016-08-13 14:00:00,29.4,167.25,28.0,660.5,0.7492,55.75,50.5,30.9,61.1
2016-08-13 15:00:00,28.7,171.5,29.0,664.0,0.7492,55.25,51.5,30.7,61.1
2016-08-13 16:00:00,28.9,169.75,29.0,660.0,0.7492,55.75,52.5,30.3,61.5
2016-08-13 17:00:00,32.2,173.25,28.5,655.5,0.7492,56.25,49.75,30.3,68.5
2016-08-13 18:00:00,38.8,173.75,28.5,653.5,0.7492,54.25,49.25,30.9,67.4
2016-08-13 19:00:00,34.1,168.5,28.0,640.0,0.7492,56.0,48.25,30.5,75.1
2016-08-13 20:00:00,36.4,164.5,27.5,615.0,0.7492,51.25,46.5,30.5,74.5
2016-08-13 21:00:00,33.0,160.0,28.0,590.0,0.7492,46.25,44.75,30.6,65.4
2016-08-13 22:00:00,30.5,152.75,27.5,568.5,0.7492,49.25,43.0,30.9,65.1
2016-08-13 23:00:00,27.3,149.25,26.5,532.0,0.7492,50.0,41.5,30.9,61.6
2016-08-14 00:00:00,23.7,146.1667,24.6667,525.0,0.7492,52.9167,41.25,28.7,55.6
2016-08-14 01:00:00,20.8,146.1667,24.8333,527.5,0.7492,46.8333,40.8333,26.7,51.4
2016-08-14 02:00:00,18.3,147.5,24.5,522.5,0.7492,43.75,41.5,27.1,48.7
2016-08-14 03:00:00,16.2,144.5,24.0,526.0,0.7492,45.0,41.25,26.6,46.3
2016-08-14 04:00:00,15.4,140.75,25.0,516.0,0.7492,53.5,40.75,26.5,45.4
2016-08-14 05:00:00,15.0,145.0,25.0,522.5,0.7492,44.25,40.75,26.8,44.3
2016-08-14 06:00:00,16.4,141.5,24.0,536.5,0.7492,46.5,40.25,26.3,45.2
2016-08-14 07:00:00,19.7,144.75,24.0,549.0,0.7492,50.5,39.5,26.1,50.2
2016-08-14 08:00:00,21.6,145.25,24.0,557.0,0.7492,51.0,39.5,26.6,54.9
2016-08-14 09:00:00,26.4,148.25,25.0,557.0,0.7492,48.25,41.5,26.8,59.1
2016-08-14 10:00:00,27.5,148.75,25.0,562.5,0.7492,48.75,41.25,26.6,62.2
2016-08-14 11:00:00,37.7,152.25,25.0,571.0,0.7492,52.25,41.75,26.9,63.3
2016-08-14 12:00:00,36.6,153.5,26.0,599.0,0.7492,54.75,42.0,26.7,60.3
2016-08-14 13:00:00,34.3,155.5,26.0,610.0,0.7492,54.75,43.0,26.6,59.4
2016-08-14 14:00:00,29.7,160.75,27.5,616.0,0.7492,54.0,45.75,26.8,60.6
2016-08-14 15:00:00,29.4,163.0,27.0,618.0,0.7492,53.5,45.0,26.5,61.7
2016-08-14 16:00:00,30.5,164.5,28.0,623.0,0.7492,59.5,46.75,27.2,71.3
2016-08-14 17:00:00,30.5,164.75,27.0,625.0,0.7492,58.0,44.25,26.3,71.2
2016-08-14 18:00:00,38.4,162.5,26.5,616.0,0.7492,60.5,42.25,26.7,83.2
2016-08-14 19:00:00,39.5,159.25,26.0,610.0,0.7492,59.75,43.0,27.3,72.5
2016-08-14 20:00:00,36.5,152.0,26.0,592.0,0.7492,56.0,40.75,26.8,72.0
2016-08-14 21:00:00,34.1,151.75,26.5,563.0,0.7492,50.5,40.75,26.7,78.2
2016-08-14 22:00:00,31.5,151.5,26.0,560.0,0.7492,52.5,41.5,27.0,78.3
2016-08-14 23:00:00,27.6,144.75,25.0,527.5,0.7492,54.5,41.0,29.3,69.8
2016-08-15 00:00:00,25.3,145.5833,25.5,531.5,0.7492,59.9167,42.3333,31.9,53.0
2016-08-15 01:00:00,21.0,144.0,24.3333,523.5,0.7492,53.5833,41.6667,30.9,49.9
2016-08-15 02:00:00,17.8,143.5,24.5,522.5,0.7492,47.75,41.25,30.4,47.0
2016-08-15 03:00:00,16.5,142.5,24.5,529.0,0.7492,48.5,42.0,30.4,45.9
2016-08-15 04:00:00,15.9,141.5,25.0,523.0,0.7492,51.25,42.0,31.6,45.1
2016-08-15 05:00:00,16.7,142.75,24.5,521.0,0.7492,51.75,42.5,31.5,51.2
2016-08-15 06:00:00,18.4,148.75,25.0,544.5,0.7492,58.0,45.0,31.6,79.1
2016-08-15 07:00:00,23.7,152.25,25.5,581.5,0.7492,71.25,44.0,31.6,82.9
2016-08-15 08:00:00,29.1,159.0,25.5,622.0,0.7492,83.75,43.75,32.1,82.6
2016-08-15 09:00:00,29.4,180.25,29.5,680.5,0.7492,84.0,56.0,33.4,67.8
2016-08-15 10:00:00,29.6,184.25,35.0,711.5,0.7492,93.25,73.5,32.0,63.7
2016-08-15 11:00:00,30.4,196.25,43.5,723.5,0.7492,87.75,76.25,31.8,66.4
2016-08-15 12:00:00,36.6,206.25,46.5,745.0,0.7492,94.25,79.75,31.8,69.0
2016-08-15 13:00:00,32.9,209.75,46.0,749.0,0.7492,99.5,87.0,31.0,61.8
2016-08-15 14:00:00,31.0,214.0,45.0,759.0,0.7492,98.5,84.25,31.5,65.5
2016-08-15 15:00:00,25.9,212.5,46.0,754.0,0.7492,95.25,83.5,32.0,78.2
2016-08-15 16:00:00,26.1,211.5,46.5,726.5,0.7492,98.5,88.0,32.0,83.8
2016-08-15 17:00:00,31.1,204.25,45.5,707.5,0.7492,98.0,85.5,32.5,98.5
2016-08-15 18:00:00,38.2,202.0,37.5,676.5,0.7492,91.5,73.5,32.6,92.7
2016-08-15 19:00:00,35.3,190.5,32.0,657.5,0.7492,84.75,50.25,33.5,75.2
2016-08-15 20:00:00,41.4,184.5,31.0,629.5,0.7492,81.5,45.75,32.4,71.9
2016-08-15 21:00:00,34.5,164.25,29.5,607.5,0.7492,75.25,44.5,32.6,70.4
2016-08-15 22:00:00,35.2,155.25,28.0,557.5,0.7492,74.75,44.0,32.8,66.1
2016-08-15 23:00:00,29.7,150.25,27.5,533.0,0.7492,50.25,43.5,32.7,61.7
2016-08-16 00:00:00,23.9,144.4167,26.8333,544.0,0.7492,60.1667,42.9167,30.2,53.5
2016-08-16 01:00:00,19.8,143.3333,26.1667,532.0,0.7492,59.0833,43.6667,32.3,49.1
2016-08-16 02:00:00,18.2,143.0,26.0,526.0,0.7492,54.5,43.25,32.9,47.1
2016-08-16 03:00:00,15.8,138.75,26.0,532.5,0.7492,52.0,43.5,33.8,46.4
2016-08-16 04:00:00,15.3,139.75,26.0,525.0,0.7492,48.0,42.75,33.3,47.0
2016-08-16 05:00:00,15.6,142.75,26.5,523.0,0.7492,53.5,43.25,33.6,50.6
2016-08-16 06:00:00,19.8,145.5,28.0,543.0,0.7492,62.5,43.25,33.1,74.3
2016-08-16 07:00:00,24.5,150.5,28.0,580.5,0.7492,79.0,44.75,33.8,79.1
2016-08-16 08:00:00,28.5,160.5,29.0,630.5,0.7492,79.75,44.75,31.0,87.5
2016-08-16 09:00:00,31.0,172.5,34.5,717.0,0.7492,87.0,57.0,30.3,67.5
2016-08-16 10:00:00,31.4,185.5,40.5,751.5,0.7492,95.0,73.5,30.9,66.8
2016-08-16 11:00:00,32.9,202.5,46.0,766.5,0.7492,97.5,74.5,30.5,65.1
2016-08-16 12:00:00,36.5,206.25,44.0,770.5,0.7492,93.5,80.5,30.1,62.3
2016-08-16 13:00:00,29.2,211.0,43.5,771.5,0.7492,90.25,77.75,29.4,66.2
2016-08-16 14:00:00,27.4,214.25,43.0,773.0,0.7492,93.5,83.0,27.7,63.7
2016-08-16 15:00:00,26.2,216.0,49.0,768.5,0.7492,91.25,86.75,27.9,75.1
2016-08-16 16:00:00,25.3,215.75,49.5,734.0,0.7492,91.75,82.25,28.0,91.8
2016-08-16 17:00:00,32.7,209.5,44.0,694.0,0.7492,89.5,83.25,28.1,98.7
2016-08-16 18:00:00,38.6,201.75,36.0,674.5,0.7492,84.75,74.5,28.1,94.6
2016-08-16 19:00:00,41.3,189.25,33.0,653.0,0.7492,79.5,62.0,28.0,72.3
2016-08-16 20:00:00,46.9,177.25,31.0,628.0,0.7492,82.5,49.75,28.1,73.8
2016-08-16 21:00:00,34.4,162.25,29.5,607.5,0.7492,74.75,45.25,28.2,66.5
2016-08-16 22:00:00,31.9,149.75,27.5,576.5,0.7492,69.5,44.75,28.2,67.3
2016-08-16 23:00:00,31.8,144.5,29.5,559.0,0.7492,59.0,42.75,28.0,59.1
2016-08-17 00:00:00,23.6,151.25,27.1667,554.5,0.7492,56.75,42.0,29.3,56.2
2016-08-17 01:00:00,21.1,142.5833,27.6667,539.0,0.7492,52.3333,42.25,28.1,50.4
2016-08-17 02:00:00,18.4,141.5,27.0,526.5,0.7492,48.25,41.5,28.9,48.4
2016-08-17 03:00:00,17.1,142.0,26.5,531.0,0.7492,46.5,42.25,29.0,46.4
2016-08-17 04:00:00,16.4,141.5,28.5,529.5,0.7492,45.75,42.0,28.9,45.9
2016-08-17 05:00:00,16.3,140.75,27.0,526.5,0.7492,53.25,41.25,29.0,51.7
2016-08-17 06:00:00,20.2,145.25,29.0,551.5,0.7492,54.25,42.75,28.9,76.2
2016-08-17 07:00:00,24.7,150.0,28.5,598.0,0.7492,69.0,43.5,29.1,78.3
2016-08-17 08:00:00,24.0,157.5,30.0,662.0,0.7492,71.5,44.25,29.0,83.0
2016-08-17 09:00:00,27.3,173.25,34.0,726.5,0.7492,86.5,56.25,29.2,66.7
2016-08-17 10:00:00,29.4,188.5,38.5,749.0,0.7492,105.25,69.25,25.7,62.5
2016-08-17 11:00:00,35.7,202.5,42.5,759.0,0.7492,95.0,74.0,24.1,65.5
2016-08-17 12:00:00,33.6,211.0,47.0,774.0,0.7492,88.25,75.75,22.5,63.9
2016-08-17 13:00:00,32.7,219.5,43.5,780.5,0.7492,96.75,74.5,27.3,70.2
2016-08-17 14:00:00,27.1,222.5,43.5,797.0,0.7492,100.5,77.5,31.2,69.1
2016-08-17 15:00:00,26.9,226.75,45.5,787.5,0.7492,102.75,82.5,31.2,80.7
2016-08-17 16:00:00,29.6,222.25,49.0,759.0,0.7492,91.25,79.25,30.8,80.7
2016-08-17 17:00:00,30.8,227.5,45.5,720.0,0.7492,90.25,78.25,30.4,88.3
2016-08-17 18:00:00,34.4,215.0,38.0,689.5,0.7492,90.5,73.0,30.4,89.8
2016-08-17 19:00:00,36.4,203.75,32.0,673.5,0.7492,81.5,60.75,30.9,75.3
2016-08-17 20:00:00,38.2,192.0,31.5,666.5,0.7492,72.25,46.5,31.1,66.7
2016-08-17 21:00:00,39.8,178.5,30.0,650.0,0.7492,66.5,43.25,31.0,72.5
2016-08-17 22:00:00,35.1,173.75,28.0,609.0,0.7492,66.25,43.25,30.8,65.4
2016-08-17 23:00:00,29.9,162.0,28.0,572.0,0.7492,61.75,42.0,31.0,61.7
2016-08-18 00:00:00,22.6,158.5,26.6667,581.5,0.7492,59.5833,41.4167,30.7,57.2
2016-08-18 01:00:00,19.5,157.6667,27.5,565.5,0.7492,55.1667,41.25,30.9,55.0
2016-08-18 02:00:00,17.2,154.25,27.5,562.5,0.7492,49.25,41.0,31.1,50.7
2016-08-18 03:00:00,16.7,152.0,27.0,581.5,0.7492,50.0,41.0,31.0,47.8
2016-08-18 04:00:00,15.3,151.0,28.0,572.5,0.7492,48.0,41.5,30.8,46.9
2016-08-18 05:00:00,15.1,154.0,27.5,573.5,0.7492,51.0,42.0,30.7,56.2
2016-08-18 06:00:00,17.5,156.25,28.5,593.5,0.7492,59.5,43.0,30.6,78.5
2016-08-18 07:00:00,23.2,161.75,28.0,632.0,0.7492,70.75,44.0,31.2,78.3
2016-08-18 08:00:00,27.2,167.75,30.0,675.0,0.7492,82.25,44.0,30.8,85.6
2016-08-18 09:00:00,28.7,174.25,34.5,718.0,0.7492,88.5,58.75,31.6,70.2
2016-08-18 10:00:00,31.2,192.5,39.0,754.0,0.7492,95.75,71.0,31.2,68.1
2016-08-18 11:00:00,36.0,196.5,43.0,768.5,0.7492,90.75,73.75,31.9,72.0
2016-08-18 12:00:00,38.7,204.25,47.5,772.5,0.7492,92.5,77.0,31.6,74.5
2016-08-18 13:00:00,33.8,208.0,48.5,789.0,0.7492,89.25,84.0,30.4,69.2
2016-08-18 14:00:00,29.1,214.75,47.5,775.5,0.7492,98.5,86.25,30.6,64.5
2016-08-18 15:00:00,29.2,216.5,49.0,757.5,0.7492,99.5,89.75,31.3,75.8
2016-08-18 16:00:00,27.3,216.0,49.0,728.0,0.7492,103.75,90.75,31.4,95.0
2016-08-18 17:00:00,31.1,209.75,47.0,701.0,0.7492,99.75,88.5,31.4,98.1
2016-08-18 18:00:00,35.3,200.5,41.5,682.5,0.7492,87.25,80.5,30.9,83.7
2016-08-18 19:00:00,34.7,190.75,34.5,673.5,0.7492,80.75,67.0,30.8,70.4
2016-08-18 20:00:00,37.4,189.25,33.0,669.0,0.7492,73.0,49.75,30.9,77.6
2016-08-18 21:00:00,33.1,183.75,30.5,655.5,0.7492,75.5,43.25,30.8,72.0
2016-08-18 22:00:00,33.3,169.25,28.5,610.5,0.7492,70.0,42.25,30.8,72.0
2016-08-18 23:00:00,27.5,160.25,27.0,590.0,0.7492,60.0,41.5,30.9,61.9
2016-08-19 00:00:00,23.9,151.4167,27.0,576.3,0.7492,59.5833,41.5833,32.5,57.4
2016-08-19 01:00:00,18.8,157.8333,26.1667,590.5,0.7492,59.1667,41.6667,30.9,56.4
2016-08-19 02:00:00,17.4,156.25,26.5,588.5,0.7492,55.75,41.5,30.7,51.5
2016-08-19 03:00:00,16.0,157.0,26.5,573.3,0.7492,50.0,41.5,30.6,50.8
2016-08-19 04:00:00,15.6,153.5,26.5,542.0,0.7492,53.75,41.25,30.7,51.0
2016-08-19 05:00:00,15.3,155.0,27.5,537.7,0.7492,56.25,41.5,30.6,55.8
2016-08-19 06:00:00,17.5,157.75,28.0,561.2,0.7492,66.75,42.25,30.4,76.1
2016-08-19 07:00:00,23.2,165.5,30.5,607.8,0.7492,76.25,43.0,31.1,80.6
2016-08-19 08:00:00,27.0,170.5,30.5,663.6,0.7492,73.75,45.5,30.8,86.8
2016-08-19 09:00:00,28.4,175.5,35.5,709.5,0.7492,74.75,53.5,32.1,69.6
2016-08-19 10:00:00,28.9,188.0,39.5,723.4,0.7492,85.5,67.5,33.6,62.6
2016-08-19 11:00:00,34.0,190.5,42.0,753.8,0.7492,94.5,70.25,35.9,61.7
2016-08-19 12:00:00,33.4,196.75,47.0,788.8,0.7492,91.75,75.5,34.2,64.6
2016-08-19 13:00:00,30.9,196.25,47.5,778.2,0.7492,100.5,76.75,33.7,61.2
2016-08-19 14:00:00,29.4,195.75,48.0,771.5,0.7492,98.75,74.75,33.9,63.6
2016-08-19 15:00:00,27.1,201.5,48.0,758.7,0.7492,99.75,76.5,34.2,77.5
2016-08-19 16:00:00,27.7,195.25,46.5,738.2,0.7492,99.25,80.25,34.5,81.6
2016-08-19 17:00:00,33.4,186.5,43.5,721.5,0.7492,99.0,77.0,34.5,82.6
2016-08-19 18:00:00,34.4,183.5,35.5,698.9,0.7492,90.25,68.75,34.6,87.4
2016-08-19 19:00:00,37.2,184.5,32.5,679.7,0.7492,87.0,57.25,34.5,75.3
2016-08-19 20:00:00,35.5,164.25,31.5,659.7,0.7492,69.75,50.0,34.2,74.5
2016-08-19 21:00:00,32.5,157.0,31.0,633.2,0.7492,68.5,42.25,34.6,71.9
2016-08-19 22:00:00,31.5,150.25,27.0,598.3,0.7492,65.5,44.75,34.5,62.4
2016-08-19 23:00:00,27.7,150.75,28.0,560.9,0.7492,44.25,41.75,34.6,60.4
2016-08-20 00:00:00,24.7,142.4167,27.5,551.4,0.7492,59.4167,42.0,34.9,58.9
2016-08-20 01:00:00,19.6,144.5833,27.3333,562.4,0.7492,51.9167,42.1667,34.5,51.2
2016-08-20 02:00:00,17.9,144.0,28.0,556.3,0.7492,46.0,42.0,34.5,48.7
2016-08-20 03:00:00,16.7,141.0,27.0,559.1,0.7492,45.0,42.5,34.6,47.7
2016-08-20 04:00:00,15.2,142.25,27.5,558.4,0.7492,49.5,42.25,35.9,45.7
2016-08-20 05:00:00,15.6,142.0,26.5,557.9,0.7492,47.5,42.0,35.8,44.2
2016-08-20 06:00:00,20.3,144.25,26.0,569.4,0.7492,46.75,41.0,35.3,46.0
2016-08-20 07:00:00,18.6,149.75,26.0,583.3,0.7492,48.0,41.0,34.9,50.5
2016-08-20 08:00:00,21.5,151.0,25.5,596.2,0.7492,45.5,40.5,36.1,58.1
2016-08-20 09:00:00,26.7,151.25,26.0,608.7,0.7492,51.75,41.25,36.0,64.1
2016-08-20 10:00:00,33.1,147.75,25.5,626.2,0.7492,55.25,41.5,35.3,65.0
2016-08-20 11:00:00,35.0,149.75,26.0,646.9,0.7492,52.25,45.5,34.9,80.1
2016-08-20 12:00:00,32.4,153.0,26.5,654.4,0.7492,53.5,49.5,34.3,84.0
2016-08-20 13:00:00,30.3,155.5,27.5,664.0,0.7492,48.25,50.0,35.7,79.5
2016-08-20 14:00:00,27.2,160.25,28.5,671.1,0.7492,50.5,50.5,34.8,65.4
2016-08-20 15:00:00,26.1,158.75,28.5,676.5,0.7492,48.5,50.5,35.5,64.8
2016-08-20 16:00:00,29.0,155.75,28.0,673.6,0.7492,56.5,50.0,35.5,68.9
2016-08-20 17:00:00,34.5,152.5,28.0,666.7,0.7492,56.5,44.25,35.3,70.2
2016-08-20 18:00:00,36.2,153.5,27.5,655.0,0.7492,54.25,43.25,34.5,86.8
2016-08-20 19:00:00,35.1,147.5,27.0,641.8,0.7492,56.5,42.5,35.7,83.2
2016-08-20 20:00:00,38.4,142.25,27.0,622.4,0.7492,62.0,41.0,35.6,78.2
2016-08-20 21:00:00,34.6,140.5,27.0,603.6,0.7492,69.0,41.75,35.6,77.4
2016-08-20 22:00:00,31.2,141.75,26.5,579.5,0.7492,64.5,41.75,35.6,73.8
2016-08-20 23:00:00,27.6,140.0,27.5,544.4,0.7492,63.25,42.0,35.7,71.3
2016-08-21 00:00:00,24.3,142.25,27.3333,518.0,0.7492,60.5,42.3333,33.1,61.7
2016-08-21 01:00:00,21.1,138.8333,27.1667,504.0,0.7492,59.5,42.3333,31.1,57.2
2016-08-21 02:00:00,17.6,138.25,26.5,495.0,0.7492,59.0,42.25,31.0,53.9
2016-08-21 03:00:00,17.4,136.0,26.5,500.5,0.7492,54.25,42.25,31.9,52.6
2016-08-21 04:00:00,16.1,135.0,27.0,496.5,0.7492,56.75,42.0,30.9,48.7
2016-08-21 05:00:00,15.7,137.5,27.0,500.5,0.7492,57.5,42.25,31.0,46.9
2016-08-21 06:00:00,15.9,135.75,27.0,511.0,0.7492,49.25,41.75,31.4,47.2
2016-08-21 07:00:00,21.9,137.0,26.5,524.0,0.7492,50.0,40.75,29.9,53.1
2016-08-21 08:00:00,24.6,137.0,26.0,536.0,0.7492,51.5,40.75,30.5,60.9
2016-08-21 09:00:00,27.8,141.0,26.5,541.5,0.7492,55.75,40.75,30.1,68.5
2016-08-21 10:00:00,32.1,141.75,27.0,545.0,0.7492,60.25,42.75,30.0,69.8
2016-08-21 11:00:00,42.0,146.0,26.0,552.5,0.7492,49.0,43.25,31.5,71.4
2016-08-21 12:00:00,36.5,147.25,26.0,565.0,0.7492,55.25,42.5,31.8,80.0
2016-08-21 13:00:00,32.4,149.25,27.5,569.0,0.7492,54.0,42.75,30.9,68.6
2016-08-21 14:00:00,31.4,152.75,28.5,568.0,0.7492,53.0,44.0,29.9,64.7
2016-08-21 15:00:00,31.8,156.5,29.0,579.0,0.7492,56.75,44.0,30.3,66.4
2016-08-21 16:00:00,27.2,153.75,29.0,577.5,0.7492,53.25,44.75,29.7,69.3
2016-08-21 17:00:00,33.2,154.75,27.5,569.5,0.7492,51.75,44.5,30.9,70.2
2016-08-21 18:00:00,43.6,158.5,28.0,561.0,0.7492,51.0,42.5,31.1,72.6
2016-08-21 19:00:00,37.8,151.75,28.0,555.5,0.7492,54.0,41.5,30.4,84.1
2016-08-21 20:00:00,37.0,146.75,26.5,549.5,0.7492,53.5,41.0,30.2,72.8
2016-08-21 21:00:00,36.9,143.0,27.0,541.0,0.7492,56.25,41.75,30.0,68.8
2016-08-21 22:00:00,32.6,147.75,26.5,536.0,0.7492,57.75,42.0,30.7,67.9
2016-08-21 23:00:00,28.1,146.5,28.0,526.5,0.7492,43.25,42.5,31.6,69.6
2016-08-22 00:00:00,25.1,147.9167,29.0,553.0,0.7492,57.5833,42.25,33.8,57.4
2016-08-22 01:00:00,22.5,144.9167,27.6667,532.0,0.7492,54.0,43.25,34.0,57.0
2016-08-22 02:00:00,19.8,145.5,27.0,519.5,0.7492,51.75,43.25,34.2,51.5
2016-08-22 03:00:00,18.0,143.5,29.0,521.5,0.7492,57.5,43.25,34.0,49.4
2016-08-22 04:00:00,17.5,147.5,29.0,517.5,0.7492,53.25,43.75,34.1,49.1
2016-08-22 05:00:00,17.3,146.75,29.0,523.5,0.7492,56.0,44.0,33.6,55.7
2016-08-22 06:00:00,18.6,149.0,28.5,543.5,0.7492,61.5,45.25,33.4,79.0
2016-08-22 07:00:00,25.2,153.5,29.5,570.5,0.7492,82.25,45.25,34.9,79.4
2016-08-22 08:00:00,29.3,158.75,29.0,610.0,0.7492,84.0,46.25,34.4,86.5
2016-08-22 09:00:00,31.6,164.75,34.5,667.0,0.7492,86.75,58.5,34.1,77.8
2016-08-22 10:00:00,30.5,176.75,36.5,752.5,0.7492,95.25,71.25,34.5,70.5
2016-08-22 11:00:00,37.4,183.75,46.5,776.0,0.7492,85.75,81.0,34.5,68.8
2016-08-22 12:00:00,40.8,191.75,50.0,774.5,0.7492,82.5,83.75,34.2,72.9
2016-08-22 13:00:00,33.6,193.75,48.5,783.5,0.7492,86.75,83.5,33.6,73.1
2016-08-22 14:00:00,26.8,199.5,48.5,816.0,0.7492,94.25,85.75,33.9,76.9
2016-08-22 15:00:00,29.4,214.75,51.5,771.5,0.7492,86.25,90.5,33.3,79.9
2016-08-22 16:00:00,28.6,218.75,51.5,725.5,0.7492,83.5,93.75,33.4,88.4
2016-08-22 17:00:00,34.1,209.0,50.0,698.5,0.7492,83.0,85.75,33.7,102.1
2016-08-22 18:00:00,38.3,205.75,42.5,676.0,0.7492,85.25,63.25,34.1,91.0
2016-08-22 19:00:00,38.2,198.75,38.5,667.0,0.7492,87.0,49.5,34.7,82.4
2016-08-22 20:00:00,37.5,189.0,35.5,665.5,0.7492,74.25,48.0,34.0,85.3
2016-08-22 21:00:00,33.3,169.25,31.0,631.5,0.7492,69.0,43.75,33.8,84.0
2016-08-22 22:00:00,32.7,162.0,32.0,604.5,0.7492,64.75,42.5,34.0,77.8
2016-08-22 23:00:00,27.8,153.75,31.5,569.0,0.7492,61.0,41.5,34.0,71.2
2016-08-23 00:00:00,23.2,158.0,30.0,610.0,0.7492,51.4167,45.0,33.5,64.5
2016-08-23 01:00:00,18.2,151.5,30.3333,566.0,0.7492,55.0833,42.0,33.9,54.3
2016-08-23 02:00:00,17.5,150.0,30.5,560.0,0.7492,54.0,41.5,33.9,50.3
2016-08-23 03:00:00,16.9,146.25,32.0,571.5,0.7492,47.0,41.5,33.7,49.4
2016-08-23 04:00:00,15.8,145.0,32.5,570.0,0.7492,50.25,41.75,33.5,49.0
2016-08-23 05:00:00,16.2,148.0,32.5,566.5,0.7492,54.75,41.25,33.5,57.2
2016-08-23 06:00:00,17.1,153.0,33.0,579.5,0.7492,61.0,43.0,33.5,81.4
2016-08-23 07:00:00,22.8,159.5,31.0,622.0,0.7492,73.5,44.25,34.1,86.1
2016-08-23 08:00:00,27.4,169.75,32.5,663.5,0.7492,73.75,44.0,33.7,99.7
2016-08-23 09:00:00,29.3,173.5,36.0,711.5,0.7492,75.75,57.0,33.5,79.2
2016-08-23 10:00:00,33.5,190.25,40.5,739.5,0.7492,79.5,73.25,33.6,73.0
2016-08-23 11:00:00,37.2,214.0,46.0,765.5,0.7492,84.0,83.75,32.8,72.6
2016-08-23 12:00:00,37.5,224.25,47.0,774.0,0.7492,84.75,89.75,32.1,67.5
2016-08-23 13:00:00,34.2,231.75,46.0,782.5,0.7492,84.5,93.5,32.1,63.5
2016-08-23 14:00:00,30.1,236.25,46.5,866.0,0.7492,89.25,102.0,32.1,64.2
2016-08-23 15:00:00,24.4,241.0,48.0,932.0,0.7492,92.75,103.25,32.3,81.2
2016-08-23 16:00:00,24.4,242.0,48.5,897.0,0.7492,100.0,109.0,33.4,90.4
2016-08-23 17:00:00,30.4,232.0,49.5,872.0,0.7492,95.25,104.75,32.6,105.2
2016-08-23 18:00:00,42.5,224.5,42.0,846.0,0.7492,88.25,93.25,33.0,90.2
2016-08-23 19:00:00,42.6,214.0,37.5,816.5,0.7492,85.0,74.0,33.7,79.4
2016-08-23 20:00:00,42.5,203.5,34.0,788.0,0.7492,70.25,53.75,33.6,80.6
2016-08-23 21:00:00,36.4,185.75,32.5,751.0,0.7492,66.0,51.5,33.3,75.3
2016-08-23 22:00:00,34.8,174.75,30.0,688.0,0.7492,58.5,51.0,33.6,74.7
2016-08-23 23:00:00,29.4,167.0,28.5,649.5,0.7492,53.5,49.0,33.5,70.6
2016-08-24 00:00:00,24.4,168.5833,29.5,641.5,0.7492,54.0833,47.0,32.8,63.0
2016-08-24 01:00:00,19.9,165.25,29.6667,640.5,0.7492,47.3333,47.5,33.4,55.3
2016-08-24 02:00:00,17.5,161.25,30.0,636.0,0.7492,44.0,46.25,33.4,51.8
2016-08-24 03:00:00,16.8,160.75,32.5,648.0,0.7492,44.25,46.25,33.3,50.7
2016-08-24 04:00:00,15.5,158.5,33.5,651.0,0.7492,42.75,45.5,33.3,49.1
2016-08-24 05:00:00,14.6,159.25,33.5,641.0,0.7492,43.25,44.5,33.2,55.0
2016-08-24 06:00:00,17.9,162.75,33.0,667.0,0.7492,51.75,46.75,33.3,76.5
2016-08-24 07:00:00,21.0,173.75,33.0,707.0,0.7492,66.25,46.75,33.6,79.7
2016-08-24 08:00:00,25.7,184.5,33.5,754.5,0.7492,78.75,48.5,34.0,92.9
2016-08-24 09:00:00,27.5,191.25,37.0,778.0,0.7492,80.75,65.25,35.5,84.6
2016-08-24 10:00:00,31.9,227.0,42.0,758.5,0.7492,94.0,83.75,34.0,84.2
2016-08-24 11:00:00,30.5,239.25,45.5,835.5,0.7492,88.5,88.0,32.5,89.3
2016-08-24 12:00:00,36.6,246.25,48.5,946.0,0.7492,90.25,98.25,32.2,85.3
2016-08-24 13:00:00,31.0,248.75,48.0,953.5,0.7492,98.75,99.75,31.8,77.1
2016-08-24 14:00:00,27.4,257.75,47.5,961.5,0.7492,99.5,105.0,32.0,74.3
2016-08-24 15:00:00,26.7,275.25,48.5,947.0,0.7492,109.75,114.75,31.3,82.6
2016-08-24 16:00:00,27.2,269.25,48.0,931.5,0.7492,113.0,113.5,31.3,81.5
2016-08-24 17:00:00,30.7,259.25,47.0,902.5,0.7492,112.0,112.5,32.1,95.2
2016-08-24 18:00:00,34.5,247.5,43.0,911.5,0.7492,99.75,103.25,31.7,95.1
2016-08-24 19:00:00,34.0,242.5,36.0,844.0,0.7492,89.25,76.75,32.5,75.8
2016-08-24 20:00:00,38.1,214.25,34.5,777.5,0.7492,76.25,59.5,32.1,72.0
2016-08-24 21:00:00,33.2,193.25,29.5,742.5,0.7492,69.25,51.25,32.9,73.6
